gene_id	lnc_id	Total (abs)	Total (rel)	gene_name	CDT	all_bind_sites	pearson_cor	spearman_cor
ENSG00000118503.15	HSALNG0053790	0.0	0.0	TNFAIP3	chr6:137960000-139120000	2.0	0.3468114022376055	0.5699267086723973
ENSG00000049618.23	HSALNG0054579	0.0	0.0	ARID1B	chr6:155640000-158600000	9.0	0.5512424038891789	0.5260321328214528
ENSG00000112531.17	HSALNG0054937	0.0	0.0	QKI	chr6:161800000-165760000	14.0	0.4018245145933695	0.5010989387868483
ENSG00000130396.20	HSALNG0055216	0.0	0.0	AFDN	chr6:167560000-169280000	343.0	0.67832354967542	0.780383262886141
ENSG00000198286.9	HSALNG0055774	0.0	0.0	CARD11	chr7:2400000-5880000	5.0	0.5514071613261416	0.5821425000153923
ENSG00000198286.9	HSALNG0149588	0.0	0.0	CARD11	chr7:2400000-5880000	1.0	0.7352615639672583	0.7887577857563186
ENSG00000198286.9	HSALNG0055772	0.0	0.0	CARD11	chr7:2400000-5880000	16.0	0.4206923322238872	0.7110857083664907
ENSG00000198286.9	HSALNG0055766	0.0	0.0	CARD11	chr7:2400000-5880000	3.0	0.7872635640496958	0.8836627268355228
ENSG00000183742.13	HSALNG0149883	0.0	0.0	MACC1	chr7:19720000-20880000	1.0	0.7548681216701484	0.6286084389559834
ENSG00000183742.13	HSALNG0056485	0.0	0.0	MACC1	chr7:19720000-20880000	1.0	0.4872470216755603	0.5288183186965747
ENSG00000005073.6	HSALNG0056865	0.0	0.0	HOXA11	chr7:26720000-27640000	1.0	0.7192604827316528	0.9170352729669625
ENSG00000005073.6	HSALNG0056854	0.0	0.0	HOXA11	chr7:26720000-27640000	1.0	0.2575234313974059	0.5101321617751452
ENSG00000106031.9	HSALNG0056871	0.0	0.0	HOXA13	chr7:26720000-27640000	9.0	0.7510776221121698	0.856151928881551
ENSG00000146648.18	HSALNG0058158	0.0	0.0	EGFR	chr7:54760000-55360000	12.0	0.8636656578188653	0.8733503278277596
ENSG00000146648.18	HSALNG0058160	0.0	0.0	EGFR	chr7:54760000-55360000	8.0	0.7567917690330744	0.887035096374176
ENSG00000146648.18	HSALNG0149668	0.0	0.0	EGFR	chr7:54760000-55360000	2.0	0.8173652942657661	0.9268527319960561
ENSG00000146648.18	HSALNG0058161	0.0	0.0	EGFR	chr7:54760000-55360000	26.0	0.6826989729754318	0.8112499606222399
ENSG00000128602.11	HSALNG0150059	0.0	0.0	SMO	chr7:127880000-129680000	4.0	0.816471567476655	0.9130227290381526
ENSG00000128602.11	HSALNG0061281	0.0	0.0	SMO	chr7:127880000-129680000	4.0	0.705152635657919	0.8460089493610689
ENSG00000055609.18	HSALNG0062427	0.0	0.0	KMT2C	chr7:150440000-152560000	5.0	0.5164823635263255	0.533203897955522
ENSG00000165392.11	HSALNG0064401	0.0	0.0	WRN	chr8:30440000-31120000	5.0	0.7047370039100468	0.7395371557651758
ENSG00000140396.13	HSALNG0066049	0.0	0.0	NCOA2	chr8:70520000-71640000	1.0	0.6378482065117065	0.677417015728745
ENSG00000164683.17	HSALNG0066466	0.0	0.0	HEY1	chr8:80480000-81160000	5.0	0.36633386247623545	0.662209932915677
ENSG00000164754.15	HSALNG0067947	0.0	0.0	RAD21	chr8:113360000-118400000	1.0	0.6249706796463669	0.6172455697910209
ENSG00000160957.13	HSALNG0069434	0.0	0.0	RECQL4	chr8:143520000-145760000	2.0	0.5620410436564368	0.515523578823961
ENSG00000120217.14	HSALNG0069790	0.0	0.0	CD274	chr9:4360000-6760000	1.0	0.5944686767582391	0.5539721073900423
ENSG00000197646.8	HSALNG0069790	0.0	0.0	PDCD1LG2	chr9:4360000-6760000	2.0	0.6998563028555613	0.7027626734569188
ENSG00000153707.17	HSALNG0069934	0.0	0.0	PTPRD	chr9:7640000-12680000	3.0	0.8839863847098111	0.8480513294162615
ENSG00000196092.14	HSALNG0071016	0.0	0.0	PAX5	chr9:35120000-37440000	17.0	0.89626694215251	0.5588611187013646
ENSG00000196092.14	HSALNG0071019	0.0	0.0	PAX5	chr9:35120000-37440000	4.0	0.8737133883469645	0.5683195725036487
ENSG00000156052.11	HSALNG0150906	0.0	0.0	GNAQ	chr9:79320000-80960000	4.0	0.4679954995623983	0.5231347299341177
ENSG00000165238.16	HSALNG0072833	0.0	0.0	WNK2	chr9:94800000-96760000	6.0	0.3542588682781237	0.5843735608766712
ENSG00000185920.16	HSALNG0072983	0.0	0.0	PTCH1	chr9:97880000-99120000	1.0	0.5921339176378642	0.6888718010549282
ENSG00000185920.16	HSALNG0072982	0.0	0.0	PTCH1	chr9:97880000-99120000	3.0	0.2355975178774064	0.7034213087810309
ENSG00000136826.15	HSALNG0073517	0.0	0.0	KLF4	chr9:108240000-111600000	2.0	0.4890148707776554	0.723507109245596
ENSG00000148400.12	HSALNG0075266	0.0	0.0	NOTCH1	chr9:138360000-140520000	12.0	0.4577396744759382	0.6044226358331931
ENSG00000148400.12	HSALNG0075263	0.0	0.0	NOTCH1	chr9:138360000-140520000	67.0	0.6376101468109916	0.7084032580293607
ENSG00000148400.12	HSALNG0075265	0.0	0.0	NOTCH1	chr9:138360000-140520000	5.0	0.717619511097015	0.7869524426432349
ENSG00000107807.13	HSALNG0080181	0.0	0.0	TLX1	chr10:102280000-103880000	25.0	0.8566257317880623	0.6571087746567509
ENSG00000166407.14	HSALNG0082542	0.0	0.0	LMO1	chr11:7080000-8680000	3.0	0.8885599485152283	0.7714838311606478
ENSG00000166407.14	HSALNG0082545	0.0	0.0	LMO1	chr11:7080000-8680000	4.0	0.821984761728626	0.5874705925978971
ENSG00000110092.4	HSALNG0085332	0.0	0.0	CCND1	chr11:68840000-69520000	5.0	0.2196160648276077	0.5678259368785972
ENSG00000110092.4	HSALNG0085333	0.0	0.0	CCND1	chr11:68840000-69520000	5.0	0.21677782552696548	0.52222976025843
ENSG00000109906.14	HSALNG0087291	0.0	0.0	ZBTB16	chr11:113640000-114200000	2.0	0.6279438335933457	0.5334460489173214
ENSG00000120457.12	HSALNG0088125	0.0	0.0	KCNJ5	chr11:127320000-129240000	1.0	0.1720571108572336	0.5995436215206906
ENSG00000118971.8	HSALNG0088703	0.0	0.0	CCND2	chr12:3960000-4440000	18.0	0.5354790033156546	0.8245985537493838
ENSG00000111679.17	HSALNG0088950	0.0	0.0	PTPN6	chr12:6040000-7360000	2.0	-0.007222797567820759	0.5891225937109603
ENSG00000123364.5	HSALNG0091319	0.0	0.0	HOXC13	chr12:52520000-55480000	1.0	0.33746530257106266	0.6794745055613537
ENSG00000123364.5	HSALNG0091321	0.0	0.0	HOXC13	chr12:52520000-55480000	1.0	0.3378137730496148	0.61080478360641
ENSG00000123364.5	HSALNG0091316	0.0	0.0	HOXC13	chr12:52520000-55480000	9.0	0.673943371164799	0.8723965578620312
ENSG00000123364.5	HSALNG0091318	0.0	0.0	HOXC13	chr12:52520000-55480000	1.0	0.39783528814387226	0.6997247540624968
ENSG00000123364.5	HSALNG0143422	0.0	0.0	HOXC13	chr12:52520000-55480000	2.0	0.41272633540714	0.6730178040304374
ENSG00000123364.5	HSALNG0091325	0.0	0.0	HOXC13	chr12:52520000-55480000	2.0	0.28253024415065564	0.5801729689107267
ENSG00000123388.4	HSALNG0091321	0.0	0.0	HOXC11	chr12:52520000-55480000	3.0	0.4394230527319856	0.6452194056543885
ENSG00000123388.4	HSALNG0091316	0.0	0.0	HOXC11	chr12:52520000-55480000	2.0	0.359068817993323	0.6148573840754828
ENSG00000123388.4	HSALNG0091318	0.0	0.0	HOXC11	chr12:52520000-55480000	6.0	0.8353234834513349	0.9134971776692463
ENSG00000123388.4	HSALNG0143422	0.0	0.0	HOXC11	chr12:52520000-55480000	9.0	0.8057903115129471	0.90055981526544
ENSG00000123388.4	HSALNG0091325	0.0	0.0	HOXC11	chr12:52520000-55480000	1.0	0.37553015120879957	0.6025009987570514
ENSG00000065361.15	HSALNG0091492	0.0	0.0	ERBB3	chr12:56040000-57120000	1.0	0.8138870268473366	0.858317517254692
ENSG00000166888.12	HSALNG0091590	0.0	0.0	STAT6	chr12:57040000-58360000	2.0	0.44124641540917303	0.502158193579156
ENSG00000111087.10	HSALNG0091617	0.0	0.0	GLI1	chr12:57040000-58360000	16.0	0.979584320200113	0.6947003248871481
ENSG00000139263.11	HSALNG0091730	0.0	0.0	LRIG3	chr12:58320000-60240000	1.0	0.2353458754834267	0.6953601988990983
ENSG00000135679.25	HSALNG0143664	0.0	0.0	MDM2	chr12:69000000-69720000	1.0	0.7918373197781129	0.7978154198571772
ENSG00000133639.6	HSALNG0093045	0.0	0.0	BTG1	chr12:91760000-93120000	4.0	0.4441515047908469	0.7012387322333571
ENSG00000177084.18	HSALNG0095322	0.0	0.0	POLE	chr12:132560000-133320000	4.0	0.7611944024300032	0.6174935003194768
ENSG00000165556.10	HSALNG0095983	0.0	0.0	CDX2	chr13:27920000-28640000	1.0	0.988164426582321	0.6734486932971453
ENSG00000165556.10	HSALNG0095970	0.0	0.0	CDX2	chr13:27920000-28640000	2.0	0.19241895373478599	0.5244228379356126
ENSG00000198604.11	HSALNG0100538	0.0	0.0	BAZ1A	chr14:34800000-35920000	8.0	0.6721173695157325	0.5658516963904908
ENSG00000136352.17	HSALNG0100664	0.0	0.0	NKX2-1	chr14:36280000-37680000	3.0	0.6661769449652478	0.6018184984597006
ENSG00000136352.17	HSALNG0100663	0.0	0.0	NKX2-1	chr14:36280000-37680000	8.0	0.8376429724598926	0.7461513006969868
ENSG00000136352.17	HSALNG0100651	0.0	0.0	NKX2-1	chr14:36280000-37680000	17.0	0.49221897751807553	0.5181020939373848
ENSG00000125952.20	HSALNG0101939	0.0	0.0	MAX	chr14:64800000-66920000	1.0	0.6211996072564716	0.5561215711961235
ENSG00000127152.18	HSALNG0103640	0.0	0.0	BCL11B	chr14:97000000-100840000	19.0	0.4915558007667818	0.7186407614116209
ENSG00000127152.18	HSALNG0103641	0.0	0.0	BCL11B	chr14:97000000-100840000	16.0	0.151268022593288	0.5877781965285681
ENSG00000127152.18	HSALNG0103645	0.0	0.0	BCL11B	chr14:97000000-100840000	10.0	0.8895448008420446	0.7187101473529083
ENSG00000166949.16	HSALNG0106744	0.0	0.0	SMAD3	chr15:67160000-68120000	7.0	0.6828671987650302	0.8089918481486955
ENSG00000140464.20	HSALNG0144564	0.0	0.0	PML	chr15:73480000-74640000	1.0	0.7002394831490234	0.7234702467752497
ENSG00000103197.18	HSALNG0108879	0.0	0.0	TSC2	chr16:720000-3160000	12.0	0.4533008294418091	0.5424767513670399
ENSG00000175643.10	HSALNG0109593	0.0	0.0	RMI2	chr16:11000000-12000000	5.0	0.6594564566725782	0.6614864504696966
ENSG00000083799.17	HSALNG0111361	0.0	0.0	CYLD	chr16:49400000-53040000	8.0	0.6341356811031351	0.7093109552689463
ENSG00000140937.14	HSALNG0112041	0.0	0.0	CDH11	chr16:62240000-66360000	1.0	0.6463221274600547	0.6960609428116905
ENSG00000129993.15	HSALNG0113564	0.0	0.0	CBFA2T3	chr16:87320000-89320000	1.0	0.5970132545807686	0.5015332620194146
ENSG00000129993.15	HSALNG0113558	0.0	0.0	CBFA2T3	chr16:87320000-89320000	67.0	0.39069806921422656	0.51283855139106
ENSG00000129993.15	HSALNG0113554	0.0	0.0	CBFA2T3	chr16:87320000-89320000	49.0	0.5014048654857605	0.5715104157732154
ENSG00000129993.15	HSALNG0113566	0.0	0.0	CBFA2T3	chr16:87320000-89320000	18.0	0.35649795200269746	0.5100598359769023
ENSG00000129993.15	HSALNG0113555	0.0	0.0	CBFA2T3	chr16:87320000-89320000	44.0	0.8057952843652955	0.7776344124139548
ENSG00000129993.15	HSALNG0113557	0.0	0.0	CBFA2T3	chr16:87320000-89320000	1.0	0.7661848562161326	0.6966690352714925
ENSG00000129993.15	HSALNG0113565	0.0	0.0	CBFA2T3	chr16:87320000-89320000	33.0	0.339141629647409	0.5105689139681483
ENSG00000129993.15	HSALNG0113562	0.0	0.0	CBFA2T3	chr16:87320000-89320000	6.0	0.5467187578636097	0.8101272876294966
ENSG00000179094.16	HSALNG0114396	0.0	0.0	PER1	chr17:6920000-8720000	4.0	0.7907665519280642	0.7221914160732799
ENSG00000131759.18	HSALNG0116346	0.0	0.0	RARA	chr17:37680000-39840000	1.0	0.8378476312822877	0.7724976785217534
ENSG00000131759.18	HSALNG0145286	0.0	0.0	RARA	chr17:37680000-39840000	8.0	0.6411982443265439	0.5109677321884114
ENSG00000153944.11	HSALNG0117633	0.0	0.0	MSI2	chr17:54560000-56240000	2.0	0.4735341614730545	0.5460643240989341
ENSG00000153944.11	HSALNG0117637	0.0	0.0	MSI2	chr17:54560000-56240000	1.0	0.6076760072378784	0.5548095905195595
ENSG00000152217.19	HSALNG0121247	0.0	0.0	SETBP1	chr18:39520000-43200000	11.0	0.8561985204779946	0.7851421683999916
ENSG00000172175.15	HSALNG0121825	0.0	0.0	MALT1	chr18:55240000-56440000	5.0	0.6102746036471378	0.6311540224331389
ENSG00000070404.10	HSALNG0122927	0.0	0.0	FSTL3	chr19:480000-1480000	11.0	0.3701725285317136	0.555319164527159
ENSG00000070404.10	HSALNG0122914	0.0	0.0	FSTL3	chr19:480000-1480000	7.0	0.646081756347588	0.6099576849844925
ENSG00000245848.3	HSALNG0125425	0.0	0.0	CEBPA	chr19:27760000-34600000	1.0	0.24689108491234862	0.6469626804189992
ENSG00000079432.7	HSALNG0126285	0.0	0.0	CIC	chr19:40360000-44320000	17.0	0.5683705286981373	0.5196226977080497
ENSG00000069399.15	HSALNG0126490	0.0	0.0	BCL3	chr19:45000000-48360000	27.0	0.5217994177672503	0.7745275247309573
ENSG00000142273.13	HSALNG0126501	0.0	0.0	CBLC	chr19:45000000-48360000	15.0	0.5881743967458698	0.8013367730365166
ENSG00000126453.9	HSALNG0127020	0.0	0.0	BCL2L12	chr19:48360000-54240000	6.0	0.6166338027425561	0.6531962512053878
ENSG00000062822.14	HSALNG0126836	0.0	0.0	POLD1	chr19:48360000-54240000	1.0	0.5184141626527753	0.5320895909637067
ENSG00000198053.11	HSALNG0128155	0.0	0.0	SIRPA	chr20:1440000-2680000	13.0	0.5972653729063704	0.9074095930831564
ENSG00000198053.11	HSALNG0128148	0.0	0.0	SIRPA	chr20:1440000-2680000	1.0	0.4391994240803572	0.6824610615068889
ENSG00000197122.11	HSALNG0129886	0.0	0.0	SRC	chr20:35560000-36200000	1.0	0.5746165950306001	0.7481606725466454
ENSG00000124181.14	HSALNG0130153	0.0	0.0	PLCG1	chr20:37720000-40360000	14.0	0.5965740705568738	0.5824348661485937
ENSG00000101096.20	HSALNG0130838	0.0	0.0	NFATC2	chr20:49920000-50240000	16.0	0.413047537774052	0.6874564925783848
ENSG00000101096.20	HSALNG0130833	0.0	0.0	NFATC2	chr20:49920000-50240000	1.0	0.5115930587230263	0.8092611465548595
ENSG00000070371.16	HSALNG0134007	0.0	0.0	CLTCL1	chr22:18000000-20680000	3.0	0.8835518458382152	0.8785383662197702
ENSG00000070371.16	HSALNG0134011	0.0	0.0	CLTCL1	chr22:18000000-20680000	5.0	0.8900351174679816	0.8635206789861157
ENSG00000128191.16	HSALNG0134015	0.0	0.0	DGCR8	chr22:18840000-20680000	2.0	0.4858382469571479	0.5044824360238825
ENSG00000183579.16	HSALNG0134795	0.0	0.0	ZNRF3	chr22:28240000-30480000	3.0	0.715465741478086	0.6417471396149627
ENSG00000183579.16	HSALNG0134799	0.0	0.0	ZNRF3	chr22:28240000-30480000	2.0	0.831977215237189	0.8252939813820241
ENSG00000100345.21	HSALNG0135214	0.0	0.0	MYH9	chr22:35640000-36920000	9.0	0.6554234388486192	0.6550717227939521
ENSG00000100311.17	HSALNG0135489	0.0	0.0	PDGFB	chr22:39080000-40440000	25.0	0.4723129230780656	0.801219253630888
ENSG00000100311.17	HSALNG0135492	0.0	0.0	PDGFB	chr22:39080000-40440000	24.0	0.16721410879844378	0.5916772154238016
ENSG00000100311.17	HSALNG0135485	0.0	0.0	PDGFB	chr22:39080000-40440000	5.0	0.598171438111715	0.8252383691704397
ENSG00000183337.17	HSALNG0137393	0.0	0.0	BCOR	chrX:38520000-40480000	3.0	0.4401508215537557	0.5353015651229818
ENSG00000015285.11	HSALNG0137807	0.0	0.0	WAS	chrX:46960000-50400000	2.0	0.3603843650265541	0.5270190967861625
ENSG00000147130.14	HSALNG0138468	0.0	0.0	ZMYM3	chrX:69320000-72000000	2.0	0.5071887529466742	0.5119378476729824
ENSG00000147130.14	HSALNG0151222	0.0	0.0	ZMYM3	chrX:69320000-72000000	3.0	0.5299096938149999	0.5443859569863562
